com.ea.game.pvzfree_row_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.ea.game.pvzfree_row_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.8h: android.hardware.Sensor A01>, 
com.ea.game.pvzfree_row_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.m: android.hardware.Sensor d> = $r5, 
com.ea.game.pvzfree_row_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.ea.game.pvzfree_row_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.8h: android.hardware.SensorEventListener A02>, 
com.escape.sindanurazinkaku_apk, advertisingidClient getadvertisingidInfo, $r7 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.escape.sindanurazinkaku_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.farsight.AndroidPinball.javaProject_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.farsight.AndroidPinball.javaProject_apk, advertisingidClient getadvertisingidInfo, $r1 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.feelingtouch.sniperzombie_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.feelingtouch.sniperzombie_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.feelingtouch.sniperzombie_apk, android.net.wifi.WifiInfo getMacAddress, $r5 = virtualinvoke $r16.<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>(), com.tapjoy, LinkedRValueBox($r5) in <com.tapjoy.TapjoyConnectCore: java.lang.String w> = $r5, 
com.feelingtouch.sniperzombie_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.n: android.hardware.Sensor d> = $r5, 
com.feelingtouch.sniperzombie_apk, advertisingidClient getadvertisingidInfo, $r4 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r3), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.feelingtouch.sniperzombie_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.fenproductions.faraidh_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.i: void a(long__double__double)>($l1__ $d0__ $d1), 
com.fenproductions.faraidh_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.i: void a(long__double__double)>($l1__ $d0__ $d1), 
com.ffcup.tls_apk, android.telephony.TelephonyManager getCellLocation, $r28 = virtualinvoke $r7.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>(), com.startapp, ImmediateBox($r28) in if $r28 != null goto $r28 = $r27.<com.startapp.networkTest.controller.c$b: android.telephony.CellLocation a>, 
com.ffcup.tls_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.ffcup.tls_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.l: android.hardware.Sensor d> = $r5, 
com.ffcup.tls_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), com.startapp, LinkedRValueBox($d0) in $r0.<com.startapp.networkTest.data.LocationInfo: double LocationBearing> = $d0, 
com.ffcup.tls_apk, android.telephony.TelephonyManager getCellLocation, $r37 = virtualinvoke $r19.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>(), com.startapp, ImmediateBox($r37) in if $r37 != null goto $r37 = $r36.<com.startapp.networkTest.controller.c$b: android.telephony.CellLocation a>, 
com.ffcup.tls_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.8v: android.hardware.SensorEventListener A02>, 
com.ffcup.tls_apk, android.telephony.TelephonyManager getCellLocation, $r9 = virtualinvoke $r3.<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>(), com.startapp, ImmediateBox($r9) in staticinvoke <com.startapp.sdk.c.g.b: void a(com.startapp.sdk.c.g.a__android.telephony.CellLocation)>($r4__ $r9), 
com.ffcup.tls_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.ffcup.tls_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.ffcup.tls_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r0.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.ffcup.tls_apk, android.hardware.SensorManager getDefaultSensor, $r6 = virtualinvoke $r5.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.applovin, LinkedRValueBox($r6) in r0.<com.applovin.impl.sdk.utils.h: android.hardware.Sensor c> = $r6, 
com.ffcup.tls_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.8v: android.hardware.Sensor A01>, 
com.ffcup.tls_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.ffcup.tls_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), com.startapp, LinkedRValueBox($d0) in $r0.<com.startapp.networkTest.data.LocationInfo: double LocationLatitude> = $d0, 
com.fgol.HungrySharkEvolutionkorea_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.fgol.HungrySharkEvolutionkorea_apk, advertisingidClient getadvertisingidInfo, $r1 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.93: android.hardware.Sensor A01>, 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, android.hardware.SensorManager getDefaultSensor, $r6 = virtualinvoke $r5.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.applovin, LinkedRValueBox($r6) in r0.<com.applovin.impl.sdk.utils.h: android.hardware.Sensor c> = $r6, 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.l: android.hardware.Sensor d> = $r5, 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.93: android.hardware.SensorEventListener A02>, 
com.fgz.flying.fire.truck.engine.rescue.firefighter.robot.games_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.fingersoft.hillclimb_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.98: android.hardware.SensorEventListener A02>, 
com.fingersoft.hillclimb_apk, android.hardware.SensorManager getDefaultSensor, $r5 = virtualinvoke $r4.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.applovin, LinkedRValueBox($r5) in r0.<com.applovin.impl.sdk.utils.m: android.hardware.Sensor d> = $r5, 
com.fingersoft.hillclimb_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.fingersoft.hillclimb_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r10.<android.location.Location: double getLongitude()>(), com.applovin, ImmediateBox($d1) in specialinvoke $r1.<com.applovin.impl.sdk.r: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.fingersoft.hillclimb_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r10.<android.location.Location: double getLatitude()>(), com.applovin, ImmediateBox($d0) in specialinvoke $r1.<com.applovin.impl.sdk.r: void <init>(double__double__long)>($d0__ $d1__ $l0), 
com.fingersoft.hillclimb_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
